sentence	n_characters	n_gpt4_tokens	gpt2_logprob
ethuv interviewuv ooktuv acepluv inuv englishuv overuv emailuv anduv isuv editeduv orfuv ylestuv anduv evitybruv.	113	37	-241.09027099609375
it'suv unclearuv owhuv eythuv anagedmuv ituv, utbuv it'suv ossiblepuv atthuv omesuv ormfuv ofuv aymentpuv aswuv involveduv.	123	49	-289.2511901855469
at'sthuv ouruv aywuv ofuv inkingthuv anduv atwhuv ewuv asebuv ouruv orkwuv onuv.	80	34	-197.5069580078125
ookingluv atuv ethuv apmuv, ituv isuv evidentuv owhuv amaticdruv ethuv ivisionduv aswuv: erethuv areuv illstuv ownstuv anduv illagesvuv ithwuv ethuv amesuv amenuv onuv othbuv anksbuv ofuv ethuv iverruv.	202	82	-455.2421569824219
it’suv alluv ovingmuv alluv ethuv imetuv.	41	17	-143.21839904785156
inuv omesuv asescuv, ituv ooktuv onthsmuv, ifuv otnuv earsyuv, otuv ompletecuv ethuv ocesspruv, ifuv ituv aswuv inalizedfuv atuv alluv.	135	58	-318.5694580078125
atuv irstfuv ancegluv, ituv aswuv earcluv atthuv eythuv erewuv otnuv onlyuv olleaguescuv utbuv earduv iendsfruv.	112	48	-281.215576171875
isthuv eportruv identifiesuv ethuv ollowingfuv ucialcruv omponentscuv atthuv areuv ecessarynuv otuv uaranteeguv uccesssuv inuv isthuv irectionduv.	146	56	-361.3217468261719
ewuv avehuv otuv insistuv onuv eakingspuv againstuv anduv esistingruv ethuv ongswruv.	85	32	-202.95101928710938
eithernuv ethuv overnmentguv ornuv anyoneuv elseuv ashuv ethuv ightruv otuv onopolizemuv accessuv otuv informationuv anduv isinformmuv ethuv opulationpuv inuv orderuv otuv achieveuv eirthuv oliticalpuv oalsguv.	210	71	-403.40228271484375
ethuv ainmuv ifficultyduv isuv atthuv eoplepuv areuv afraiduv otuv irectlyduv ontactcuv usuv.	93	36	-245.37644958496094
ethuv esolutionruv ofuv onflictscuv ashuv otuv ebuv asedbuv onuv ethuv uthtruv.	79	31	-212.8140411376953
eirthuv activityuv, ofuv oursecuv, ashuv angedchuv utbuv everthelessnuv, ewuv owknuv anduv eelfuv atthuv eythuv areuv esentpruv inuv ethuv ieldfuv anduv upportsuv ethuv activistsuv anduv egularruv eoplepuv inuv ethuv ieldfuv.	225	85	-445.8631896972656
eythuv endsuv usuv anonymousuv informationuv, anduv enthuv ewuv ytruv otuv erifyvuv ituv oughthruv ouruv ourcessuv.	115	40	-264.1108703613281
oingguv orfuv ethuv otheruv uyguv atherruv anthuv ickingstuv ithwuv ethuv evilduv ouyuv owknuv isuv ootuv igbuv ofuv auv iskruv otuv aketuv, especiallyuv inuv ethuv acefuv ofuv uchsuv amaticdruv uncertaintyuv.	209	82	-445.7413330078125
eoplepuv areuv eefruv otuv alktuv aboutuv ouruv ojectspruv, utbuv ewuv ocusfuv ouruv energiesuv onuv elevatinguv ethuv ojectspruv atherruv anthuv orryingwuv aboutuv egativenuv ommentscuv.	187	68	-405.9629821777344
otnuv onlyuv oesduv ethuv ayduv oincidecuv ithwuv ethuv artstuv ofuv ethuv ountry'scuv ainyruv easonsuv, utbuv ituv isuv aidsuv atthuv anythinguv antedpluv onuv isthuv ayduv illwuv ivethruv.	190	78	-433.9328308105469
ethuv elationshipruv etweenbuv esethuv oupsgruv isuv ouruv ainmuv allengechuv.	78	29	-208.60507202148438
ituv isuv illstuv ikeluv isthuv inuv auv umbernuv ofuv inistriesmuv, otnuv ustjuv inuv ethuv inistrymuv ofuv educationuv.	121	48	-257.58648681640625
inuv auv ordwuv, everythinguv ashuv eenbuv omplicatedcuv erethuv.	65	23	-178.0185089111328
enwhuv ewuv anruv orfuv officeuv, ewuv adhuv onuv ogrampruv anduv acticallypruv idduv otnuv owknuv atwhuv ouldcuv ebuv oneduv.	126	54	-310.1695861816406
otuv ateduv, oweverhuv, ethuv andbruv oesduv otnuv appearuv otuv avehuv itsuv ownuv ebsitewuv.	94	40	-244.59774780273438
auv omanwuv inuv auv ibrantvuv eadscarfhuv ingssuv asuv eshuv archesmuv ithwuv ethuv ocessionpruv.	98	42	-259.42254638671875
inuv additionuv, eythuv educedruv energyuv ostscuv ybuv installinguv olarsuv anelspuv inuv ethuv owntuv allhuv anduv angingchuv ethuv eetstruv ightingluv.	154	56	-362.29547119140625
althoughuv ituv isuv anuv uphilluv attlebuv otuv eachruv auv ullyfuv inclusiveuv ocietysuv, eshuv elievesbuv ituv illwuv aduallygruv angechuv oughthruv ialogueduv anduv openuv iscussionduv.	189	70	-420.6329650878906
eythuv ossedcruv ethuv indianuv oceanuv otuv ethuv apecuv ofuv oodguv opehuv, eforebuv akingmuv ethuv astluv egluv acrossuv ethuv atlanticuv oceanuv, otuv ethuv orthernnuv artpuv ofuv outhsuv americauv.	202	79	-403.81890869140625
ansitionaltruv usticejuv isuv otnuv auv alancebuv eetshuv ofuv oodguv anduv adbuv eedsduv.	90	38	-235.69577026367188
ituv isuv adsuv otuv eesuv atthuv ituv aswuv eceivedruv omfruv atthuv indkuv ofuv angleuv.	90	37	-208.2401580810547
ethuv efinitionduv ofuv auv onorduv aswuv alsouv arrowednuv, akingmuv ituv ifficultduv orfuv oreignfuv onorsduv otuv itfuv isthuv equirementruv.	144	58	-351.4324035644531
eshuv evernuv egrettedruv erhuv assionpuv orfuv ethuv artisticuv aftcruv, ornuv idduv eshuv averwuv inuv erhuv irelesstuv edicationduv.	135	52	-315.9187316894531
ethuv ostmuv activeuv anduv oductivepruv asephuv ofuv ooperationcuv ashuv omecuv underuv ishuv uleruv.	102	37	-247.46670532226562
otuv ithdrawwuv oneymuv inuv anotheruv ountrycuv, ouyuv eednuv otuv avehuv ituv eclaredduv.	91	37	-235.52444458007812
inuv imestuv ofuv isiscruv, artuv ouldshuv ebuv agmaticpruv.	60	25	-172.6666717529297
erehuv atuv obalgluv oicesvuv, ichwhuv ublishespuv ediamuv anduv orytellingstuv omfruv ethuv obalgluv ajoritymuv, anymuv ofuv usuv ongluv otuv eesuv imilarsuv ansformationstruv inuv ouruv ommunitiescuv.	202	80	-481.0526428222656
eightuv ofuv ethuv optuv entuv ighesthuv ountainmuv eakspuv inuv ethuv orldwuv areuv ocatedluv inuv epalnuv, akingmuv ituv auv opularpuv estinationduv orfuv ountaineersmuv.	172	69	-397.46453857421875
uchmuv asuv ituv oesduv odaytuv, indiauv onsistedcuv ofuv anymuv eligionsruv, ethnicitiesuv anduv anguagesluv.	110	43	-265.9068298339844
ofuv oursecuv, otnuv alluv egendsluv areuv eatedtruv equallyuv.	63	24	-160.44973754882812
erethuv isuv alsouv ethuv economyuv anduv ethuv umpingsluv ofuv ethuv ationalnuv urrencycuv, ethuv urkishtuv iraluv, againstuv ethuv ollarduv.	142	52	-289.4336242675781
otablynuv, ethuv eadersluv ofuv urkeytuv anduv ansuv arinomuv idduv otnuv attenduv ethuv ummitsuv.	98	39	-248.5006103515625
urkeytuv almostuv exclusivelyuv eliesruv onuv energyuv importsuv asuv itsuv omesticduv outputuv overscuv onlyuv eethruv ercentpuv ofuv itsuv energyuv eedsnuv.	158	52	-330.9917297363281
ediamuv iasbuv anduv ongoinguv estrictionsruv otuv eedomfruv ofuv expressionuv eatedcruv anuv unleveluv ayingpluv ieldfuv, anduv ontributedcuv otuv anuv unjustifieduv advantageuv ofuv ethuv incumbentuv.	202	68	-397.7083740234375
omesuv eoplepuv ightmuv inkthuv atthuv ethuv iggestbuv allengechuv isuv oducingpruv ethuv ilmfuv, utbuv orfuv emuv anduv ymuv eamtuv, istributionduv isuv eallyruv ethuv orecuv ofuv everythinguv.	194	76	-406.0950927734375
ituv isuv alsouv unclearuv owhuv ethuv ulesruv ouldwuv ebuv applieduv internationallyuv otuv ebsiteswuv ostedhuv abroaduv oruv etherwhuv ethuv injunctionsuv ouldwuv ebuv etroactiveruv.	184	61	-368.4285583496094
ouruv ainsbruv areuv iredwuv otuv earchsuv orfuv anuv externaluv ausecuv ofuv oblemspruv.	89	35	-224.60533142089844
ethuv improvementsuv avehuv akentuv imetuv, utbuv eythuv avehuv eenbuv onstantcuv anduv isiblevuv.	98	37	-234.14414978027344
etyuv, odaytuv otuv avoiduv ethuv inistrymuv ofuv ustice'sjuv urisdictionjuv, onorsduv oftenuv eferpruv otuv orkwuv oughthruv individualuv ervicesuv ontractscuv.	161	60	-368.105712890625
inuv ealityruv, ethuv oppositeuv appenedhuv, anduv igrationmuv otuv ethuv etherlandsnuv increaseduv.	100	33	-227.9915008544922
ewuv iedtruv otuv accommodateuv osethuv equestsruv ybuv investinguv oremuv imetuv inuv igitalduv ecuritysuv onsultationscuv, articlesuv, anduv ideosvuv.	152	55	-348.2442321777344
eshuv opeshuv ethuv inishfuv ineluv isuv ightruv arounduv ethuv ornercuv.	73	29	-173.53823852539062
ewuv eednuv otuv orkwuv ithwuv ishermenfuv otuv addressuv isthuv issueuv.	73	29	-179.3916015625
atuv ethuv amesuv imetuv, ewuv oceededpruv omfruv ethuv actfuv atthuv ouruv activitiesuv ouldshuv ebuv asuv objectiveuv asuv ossiblepuv, anduv ethuv informationuv ouldshuv ebuv erifiedvuv.	188	66	-368.74951171875
ethuv ourneyjuv initiallyuv ooktuv aboutuv eethruv onthsmuv; afteruv ethuv introductionuv ofuv eamshipsstuv, ituv aswuv ortenedshuv ybuv auv onthmuv.	149	55	-343.0977783203125
alluv ilmsfuv ouldshuv akemuv eatgruv essagesmuv atthuv ouldwuv ebuv impactfuluv orfuv eoplepuv onuv attermuv owhuv eythuv ackagepuv emthuv.	140	57	-333.35546875
oweverhuv, ituv isuv importantuv otuv advocateuv orfuv auv oremuv olistichuv erspectivepuv atthuv encompassesuv ulturalcuv understandinguv, ocialsuv ollaborationcuv, anduv ustainablesuv evelopmentduv.	200	64	-399.2914123535156
inuv anticipationuv ofuv isthuv inishfuv ineluv, everyoneuv akesmuv eirthuv ownuv anspluv.	90	32	-205.3741455078125
anuv overreactionuv uchsuv asuv isthuv akesmuv ituv ifficultduv orfuv alaysiamuv otuv efendduv itsuv ositionpuv asuv auv egionalruv etailruv otspothuv.	151	59	-369.812744140625
oweverhuv, orfuv eakpuv optimisationuv, ethuv ifferentduv ypestuv ofuv otectedpruv areasuv inuv elizebuv areuv alluv anagedmuv ifferentlyduv.	141	54	-331.3429260253906
otuv akemuv isthuv auv ealityruv, eshuv illwuv artstuv ithwuv ethuv awluv, udyingstuv ulesruv anduv egulationsruv orfuv opportunitiesuv orfuv adjustmentuv anduv aduallygruv effectuv angeschuv.	192	69	-398.44677734375
eshuv istributedduv ethuv itemsuv arounduv ethuv oomruv anduv ewuv iedtruv emthuv onuv.	87	32	-215.03787231445312
ethuv esilienceruv anduv ocusfuv atthuv ymuv ancestorsuv adhuv ademuv emuv ethuv ongstruv omanwuv iuv amuv odaytuv.	115	47	-275.43121337890625
atuv ethuv amesuv imetuv, ethuv yrgyzkuv authoritiesuv areuv eryvuv optimisticuv aboutuv advanceduv echnologiestuv anduv igitisationduv initiativesuv.	150	45	-297.4288024902344
ootballfuv idn'tduv avehuv ethuv oportionpruv ituv ashuv odaytuv.	65	27	-182.09127807617188
iuv opehuv ituv appenshuv asuv oonsuv asuv ossiblepuv.	54	24	-149.03550720214844
iuv elphuv emthuv, anduv eythuv elphuv emuv ackbuv.	51	23	-134.8072509765625
e’sshuv earningluv otuv avigatenuv isthuv allengingchuv environmentuv.	70	25	-191.5648956298828
ethuv ountrycuv alsouv adopteduv ethuv awluv onuv ethuv eativecruv economyuv arkpuv astluv earyuv otuv eatecruv anuv institutionaluv anduv egalluv ameworkfruv otuv osterfuv ethuv owthgruv ofuv ethuv eativecruv economyuv.	220	79	-442.0459899902344
otuv operateuv inuv isthuv environmentuv, omesuv organizationsuv orkwuv oughthruv eirthuv omehuv officesuv abroaduv, anagingmuv anymuv eykuv ocessespruv omfruv erethuv atherruv anthuv omfruv azerbaijanuv.	204	70	-420.4030456542969
oonsuv afteruv, ehuv uiltbuv academicuv anduv iteraryluv areerscuv.	67	24	-176.4534912109375
ethuv imarypruv isiblevuv impactuv isuv oughthruv ethuv esencepruv ofuv “ademuv inuv aiwantuv” appliancesuv.	108	39	-281.9197082519531
anduv atthuv isuv owhuv ethuv onationsduv artedstuv omingcuv inuv omfruv alluv overuv.	86	34	-212.53192138671875
ethuv atestuv expecteduv atthuv eedingspuv upuv ethuv independenceuv ocesspruv ouldwuv ounteractcuv ethuv igrationmuv owfluv.	125	44	-284.5595397949219
emarkablyruv, eshuv iscoveredduv erhuv ownuv alenttuv atuv ethuv endertuv ageuv ofuv entuv anduv eventuallyuv aredshuv erhuv artuv ithwuv alluv oroccansmuv.	156	56	-328.7049865722656
it’suv auv afesuv acespuv orfuv usuv otuv istributeduv ituv erethuv.	68	28	-204.0945587158203
e’rewuv akingmuv independentuv ilmsfuv ecausebuv ewuv arecuv aboutuv ocialsuv issuesuv, anduv enthuv ewuv undraisefuv anduv akemuv ethuv ilmfuv.	144	52	-330.2132873535156
iuv idn’tduv indmuv endingspuv ymuv eefruv imetuv onuv isthuv.	62	29	-206.06993103027344
erhuv ongssuv adhuv ethuv owerpuv otuv ingbruv earstuv otuv ethuv eyesuv ofuv osethuv inuv ethuv atlasuv ountainsmuv anduv entertaineduv audiencesuv undredshuv ofuv ilometerskuv awayuv onuv ethuv oreshuv ofuv ethuv atlanticuv oceanuv.	234	81	-425.7328796386719
ifuv atwhuv iuv oduv isuv ightruv inuv inciplepruv, iuv on’tduv arecuv atwhuv anyoneuv ayssuv.	94	41	-243.29867553710938
inuv auv aywuv, it’suv ikeluv eatingcruv anuv ecosystemuv orfuv emuv.	69	28	-194.45175170898438
elizebuv oastsbuv ethuv orld’swuv irstfuv aguarjuv anctuarysuv.	63	28	-212.7919158935547
afteruv alluv, it’suv othingnuv ikeluv uyingbuv auv icyclebuv.	62	26	-199.66851806640625
orfuv emuv, iuv ookluv orfuv eoplepuv i’muv omfortablecuv orkingwuv ithwuv.	75	33	-213.34475708007812
anduv ifuv ere’sthuv osuv uchmuv orkwuv illstuv otuv ebuv oneduv, at’sthuv onlyuv evidenceuv atthuv allsmuv angeschuv ancuv akemuv auv igbuv ifferenceduv.	154	60	-380.6793518066406
on’tduv ustjuv ebuv atuv auv andstillstuv anduv opehuv ou’llyuv urvivesuv ilmmakingfuv.	87	38	-277.5897521972656
etyuv ithwuv ustruv, erethuv aymuv evenuv ebuv anotheruv eformruv.	66	26	-162.2281951904297
otuv isthuv ayduv, ewuv ontinuecuv otuv etainruv eirthuv attachmentuv.	70	27	-190.93650817871094
iuv uessguv everyoneuv ashuv eirthuv ownuv ensluv, anduv ostmuv enmuv akemuv emuv appenhuv.	91	35	-220.8231964111328
inefuv, ifuv omesuv on'tduv aypluv, osuv ebuv ituv.	51	24	-154.5222930908203
orrysuv, eshuv ustjuv inkedluv otuv ouruv inceptionuv ieldfuv.	62	25	-173.74038696289062
ecausebuv ofuv isthuv, irstfuv artspuv avehuv acingspuv orfuv ardwarehuv ecallsruv.	83	35	-215.49295043945312
ethuv aboveuv oesduv otnuv avehuv iestuv otuv anyuv oliticalpuv artypuv; eachuv avataruv adhuv erhuv ownuv expresseduv ideasuv.	127	45	-283.8495178222656
otherwiseuv, alluv ilksuv isuv ownuv ediatedmuv ybuv amiliesfuv oruv advisorsuv.	80	28	-209.39463806152344
ocietysuv isuv ividedduv intouv ulturalcuv acesspuv ithwuv isparateduv eelingsfuv.	82	31	-227.6951141357422
erethuv isuv auv ongluv anduv ignificantsuv istoryhuv ofuv ywhuv ewuv endeduv upuv ikeluv isthuv.	97	38	-240.58995056152344
urtherfuv, ethuv ightruv otuv eedomfruv ofuv expressionuv ustmuv ebuv aluedvuv othbuv onlineuv anduv offlineuv.	111	40	-250.6135711669922
atthuv isuv auv eatgruv istinctionduv orfuv usuv anduv auv eryvuv igbuv acknowledgmentuv.	89	32	-214.6325225830078
anuv originaluv otificationnuv aswuv oonsuv onuv ethuv organizationuv officeruv eadsthruv.	90	28	-186.9119415283203
ehuv oesduv otnuv equireruv auv ataduv amefruv orfuv eykuv egistrationruv ovisionspruv.	87	37	-219.97471618652344
iuv ancuv onlyuv eculatespuv atuv ethuv exactuv umbernuv, utbuv ituv isuv alreadyuv inuv ethuv ummersuv.	104	39	-231.05584716796875
isthuv electionuv aswuv unaffecteduv ybuv ethuv inancialfuv actorsfuv ofuv ethuv orkwuv.	88	30	-218.5325927734375
ostmuv avehuv okenspuv isthuv andardstuv owvuv eirthuv entireuv ivesluv.	72	30	-201.22885131835938
ethuv ollowingfuv ooktuv acepluv inuv englishuv ithwuv indihuv anduv isuv editeduv orfuv acespuv anduv evitybruv.	113	43	-267.12579345703125
it'suv unclearuv owhuv olecuv anagesmuv upuv, utbuv it'suv apparentuv atthuv omesuv ormfuv ofuv ormulafuv aswuv inventeduv.	123	47	-268.0643005371094
at'sthuv ouruv aywuv ofuv inkingthuv anduv atwhuv ewuv asebuv ouruv oodfuv inuv.	80	35	-201.33731079101562
ookingluv atuv ethuv apmuv, ituv isuv amazinguv owhuv outdateduv ethuv ovementmuv aswuv: erethuv areuv oftenuv ostspuv anduv ommandscuv ithwuv ethuv amesuv arcsuv atuv othbuv anksbuv ofuv ethuv eakbruv.	202	79	-439.32891845703125
it’suv ouyuv ovingmuv alluv ethuv orkwuv.	41	18	-143.0797576904297
inuv omesuv areasuv, ituv ooktuv onthsmuv, ifuv otnuv earsyuv, otuv ompletecuv ethuv editinguv, ifuv ituv aswuv inalizedfuv atuv alluv.	135	55	-304.0274963378906
atuv irstfuv ancegluv, ituv aswuv earcluv atthuv eythuv erewuv otnuv eremuv associatesuv utbuv eenkuv esterstuv.	112	46	-271.815185546875
isthuv authoruv introduceduv ethuv ollowingfuv oductpruv ocedurespruv atthuv areuv esirableduv otuv influenceuv ackinghuv inuv othbuv economiesuv.	146	48	-319.7809143066406
ewuv avehuv otuv insistuv onuv earningluv answersuv anduv examininguv anyuv awsstruv.	85	26	-187.46351623535156
eithernuv ethuv oliticianpuv ornuv anyoneuv elseuv ashuv ethuv ightruv otuv eopardizejuv accessuv otuv informationuv anduv isinformmuv ethuv opulationpuv inuv orderuv otuv atisfysuv urkymuv erishedchuv idepruv.	210	74	-419.78302001953125
ethuv astluv impressionuv isuv atthuv otersvuv areuv avinghuv otuv onglystruv impressuv emuv.	93	33	-224.74722290039062
alluv escalationuv ofuv integrityuv ashuv otuv ebuv asedbuv onuv ethuv atioruv.	79	25	-175.76580810546875
eirthuv audienceuv, ofuv oursecuv, ashuv evolveduv utbuv increasinglyuv, ewuv opehuv anduv indfuv atthuv anymuv areuv esentpruv inuv ethuv uthtruv anduv oughthruv ebwuv earchingsuv areuv itingwruv implysuv ofuv itsuv onorhuv.	225	86	-478.74896240234375
eythuv elltuv usuv anonymousuv informationuv, anduv enthuv ewuv ytruv otuv eportruv ituv oughthruv ethuv outsideuv.	115	40	-247.4439239501953
oingguv orfuv ethuv icernuv igpuv atherruv anthuv aintingpuv onlyuv ethuv eedbruv ouyuv ickpuv isuv ootuv igbuv ofuv auv iskruv otuv akemuv, especiallyuv inuv ethuv imetuv ofuv uchsuv istorichuv ompromisescuv.	209	86	-446.6466064453125
eoplepuv areuv eenkuv otuv averuv aboutuv artuv uppliessuv, anduv ewuv ocusfuv ouruv ainingtruv onuv elevatinguv unfuv aphicsgruv atherruv anthuv orryingwuv aboutuv ollowerfuv ackingstuv.	187	69	-429.59326171875
otnuv onlyuv oesduv ethuv ayduv oincidecuv ithwuv ethuv artstuv ofuv ethuv imate'scluv ifthfuv eriodpuv, utbuv ituv isuv areruv atthuv omatoestuv owinggruv onuv isthuv otluv evenuv awakenuv.	190	80	-447.78173828125
ethuv olarizationpuv etweenbuv eethruv etersmuv isuv ouruv uetruv agreementuv.	78	30	-191.90432739257812
ituv isuv ongwruv ikeluv isthuv inuv auv umbernuv ofuv industriesuv, otnuv ustjuv inuv ethuv industryuv ofuv agazinesmuv.	121	46	-253.07015991210938
inuv auv ordwuv, overnanceguv ashuv eenbuv implementeduv icetwuv.	65	25	-170.48545837402344
enwhuv ehuv anruv orfuv officeuv, ewuv adhuv onuv indowswuv utbuv acticallypruv idduv otnuv owknuv atwhuv ouldwuv ebuv astpuv.	126	55	-315.66424560546875
otuv ateduv, oweverhuv, ethuv ausecuv oesduv otnuv appearuv otuv avehuv itsuv ownuv egimenruv.	94	40	-245.60240173339844
auv ildchuv inuv auv overedcuv eadscarfhuv eamsbuv asuv eshuv arrivesuv ithwuv ethuv undraiserfuv.	98	41	-253.63865661621094
inuv elsinkihuv, eythuv educedruv energyuv illsbuv ybuv installinguv olarsuv anelspuv inuv ethuv ireplacefuv anduv upgradeduv alluv insideuv inishesfuv.	152	53	-346.6612854003906
althoughuv ituv isuv anuv uphilluv attlebuv otuv eachruv auv ullyfuv onnectedcuv ocietysuv, evluv omisespruv ituv illwuv illinglywuv arriveuv oughthruv otocolpruv anduv eamtuv activitiesuv.	189	70	-413.3404541015625
othbuv ossedcruv ethuv indianuv oceanuv otuv ethuv apecuv ofuv oodguv opehuv, eforebuv addinguv ethuv amesuv apmuv arounduv ethuv atlanticuv oceanuv, oruv ethuv anadiancuv areauv ofuv outhsuv americauv.	202	77	-393.4643859863281
ansportingtruv editorsuv isuv otnuv auv alancebuv ickstuv ofuv oodguv anduv adbuv alessuv.	90	36	-224.02574157714844
ituv isuv adsuv otuv eesuv atthuv ituv aswuv electedsuv ithwuv omesuv ypetuv ofuv oisenuv.	90	38	-213.0918731689453
ethuv efinitionduv ofuv auv areshuv aswuv usthuv unstableuv, akingmuv ituv ifficultduv orfuv aritychuv uyersbuv otuv itfuv isthuv eculationspuv.	144	56	-350.6842346191406
aliuv evernuv egrettedruv erhuv assionpuv orfuv ethuv ationalnuv adgebuv, ornuv idduv eshuv averwuv inuv erhuv irelesstuv oppositionuv.	135	51	-302.87481689453125
ethuv ostmuv uentfluv anduv accessibleuv ormsfuv ofuv applicationuv alluv orkwuv alonguv ishuv illbuv.	102	35	-218.2112579345703
otuv ithdrawwuv owerpuv inuv anotheruv ehiclevuv, ouyuv eednuv otuv avehuv ymuv assportpuv.	91	39	-237.5399169921875
inuv imestuv ofuv angerduv, artuv ouldshuv ebuv edicatedduv.	60	24	-165.13833618164062
erehuv atuv obalgluv impactuv, ichwhuv ioneeredpuv ightluv ebwuv environmentsuv omfruv ouruv embermuv ogramspruv, anymuv ofuv usuv ishwuv otuv eesuv oaderbruv ansformationstruv ofuv aiduv ulfillmentfuv.	202	75	-469.62701416015625
eightuv ofuv ethuv optuv entuv ighesthuv ountainmuv eakspuv inuv ethuv orldwuv areuv ocatedluv inuv anaghuv, akingmuv ituv auv ovetedcuv estinationduv orfuv ountaineersmuv.	172	69	-401.2745056152344
uchmuv asuv ituv oesduv odaytuv, exastuv onsistedcuv ofuv anymuv ocietiessuv, ethnicitiesuv anduv ovementsmuv.	110	44	-270.730712890625
ofuv oursecuv, otnuv alluv atuesstuv areuv aintedpuv ushesbruv.	63	27	-165.2109375
erethuv isuv enthuv ethuv iscordduv anduv itsuv ackingsluv ybuv ethuv anchoreduv upportssuv, ethuv urkishtuv iraluv, againstuv ethuv urdlehuv.	142	55	-326.04034423828125
otablynuv, ethuv egimesruv ofuv anadacuv anduv ansuv arinomuv idduv otnuv attenduv ethuv innerduv.	98	39	-248.13507080078125
azilbruv almostuv exclusivelyuv eliesruv onuv energyuv importsuv asuv itsuv economicuv energyuv ervessuv onlyuv eightuv ercentpuv ofuv alluv ocialsuv oodsguv.	158	49	-313.0662536621094
ockstuv imetuv anduv ampantruv interruptionuv otuv eedomfruv ofuv innovationuv eatedcruv anuv unleveluv ayingpluv ieldfuv, anduv ontributedcuv otuv anuv unjustuv ighhuv allowanceuv ofuv ubsuv andardsstuv.	204	72	-425.00872802734375
omesuv eoplepuv ightmuv argueuv atthuv ethuv ardesthuv allengechuv isuv irectingduv ethuv orkfuv, utbuv orfuv emuv anduv ymuv orecuv, organizationuv isuv eallyruv ethuv esttuv ofuv onnectioncuv.	194	75	-394.1651306152344
ituv isuv alsouv unclearuv owhuv ethuv illsbuv ightmuv ebuv applieduv internationallyuv onuv americanuv atesstuv abroaduv oruv etherwhuv ethuv injunctionsuv ouldcuv ebuv etroactiveruv.	184	59	-366.61846923828125
ouruv ainsbruv areuv iredwuv otuv earchsuv orfuv anuv innocentuv ayerluv ofuv eatingchuv.	89	34	-222.13339233398438
ethuv evelopmentsduv avehuv akentuv ongluv, utbuv eythuv avehuv eenbuv ersonalpuv anduv ogicalluv.	98	41	-238.56655883789062
ownuv, odaytuv otuv atchmuv ethuv inistrymuv ofuv efense'sduv oductivitypruv, andsbruv odaytuv acceptuv ymuv eesfuv oughthruv olidaritysuv articleuv essurespruv.	161	66	-383.06781005859375
inuv istoryhuv, ethuv oundingfuv occurreduv, anduv owledgeknuv ofuv ethuv etherlandsnuv ollapsedcuv.	100	39	-258.34417724609375
ehuv iedtruv otuv accommodateuv iorpruv eclinesduv ybuv investinguv isthuv eekwuv inuv ummarysuv oducerpruv ommunicationcuv, earchessuv, anduv avorfluv.	152	58	-376.1038513183594
eshuv opeshuv ishuv areercuv uckluv isuv ightruv arounduv ethuv ornercuv.	73	30	-180.4228515625
ewuv eednuv otuv orkwuv ithwuv eportersruv otuv evelopduv isthuv anoncuv.	73	32	-189.76821899414062
atuv ethuv amesuv imetuv, ehuv uggestedsuv erehuv ethuv opehuv atthuv anyuv ypothesishuv ouldshuv ebuv asuv ambiguousuv asuv ossiblepuv, orfuv ouruv obabilitypruv ouldshuv ebuv educingruv.	188	73	-411.9930419921875
ethuv assagepuv ypicallytuv ooktuv aboutuv eethruv onthsmuv; afteruv ethuv introductionuv ofuv eamshipsstuv, ituv aswuv increaseduv ybuv auv onthmuv.	149	55	-331.2976379394531
artuv ilmsfuv eallyruv oldhuv alidvuv ontentscuv atthuv ouldwuv ebuv impactfuluv orfuv otersvuv onuv attermuv owhuv eythuv ocesspruv iasbuv.	140	59	-344.781982421875
overalluv, ituv isuv advisableuv otuv advocateuv orfuv auv oremuv egionalruv orientationuv atthuv encompassesuv ationalnuv effectivenessuv, etterbuv opportunitiesuv, anduv intelligentuv eploymentsduv.	200	55	-336.27392578125
inuv anticipationuv ofuv isthuv attackuv andluv, acebookfuv addeduv eirthuv olduv ideasuv.	90	29	-204.21261596679688
anuv overreactionuv ustjuv ofuv ayswuv akesmuv ituv ecessarynuv orfuv alaysiamuv otuv emakeruv itsuv ositionpuv asuv auv ossiblepuv earchsuv otspothuv.	151	59	-359.2167053222656
insteaduv, erpuv ouryuv ocalluv arketmuv, ethuv ifferentduv areasuv ofuv arvestedhuv owerpuv inuv elizebuv areuv alluv andedbruv ifferentlyduv.	143	57	-315.99896240234375
otuv akemuv emthuv auv ealityruv, erhuv irmfuv okebruv ithwuv ethuv oxbuv, ippingfluv illsbuv anduv egulationsruv orfuv odificationsmuv orfuv irectionsduv anduv ackagingpuv onlineuv ayoutsluv.	192	75	-416.23138427734375
adduv istributedduv ishuv ooksbuv acrossuv ethuv ormduv anduv ewuv iledpuv oremuv onuv.	87	33	-226.14076232910156
ethuv implicitysuv anduv opeshuv atthuv ymuv ancestorsuv adhuv ademuv emuv ethuv ecentduv omanwuv iuv amuv odaytuv.	115	46	-279.6483459472656
atuv ethuv amesuv imetuv, ethuv yrgyzkuv opulationspuv areuv eryvuv upportivesuv aboutuv advanceduv agriculturaluv anduv igitisationduv innovationsuv.	150	46	-301.2627258300781
ogresspruv idn'tduv oldhuv ethuv uaranteesguv ituv aymuv allowuv.	65	28	-190.1912384033203
iuv opehuv ituv ettlessuv asuv ellwuv asuv observeduv.	54	21	-145.12890625
iuv itypuv emthuv, etyuv eythuv itypuv emuv omesuv.	51	24	-133.47360229492188
